image_id,label,long_labels
1963440956.jpg,4,Healthy
1964600968.jpg,4,Healthy
1965119616.jpg,3,Cassava Mosaic Disease (CMD)
1965467529.jpg,1,Cassava Brown Streak Disease (CBSD)
1965782159.jpg,2,Cassava Green Mottle (CGM)
1965850227.jpg,4,Healthy
1966061216.jpg,4,Healthy
1966222636.jpg,0,Cassava Bacterial Blight (CBB)
1966385524.jpg,4,Healthy
1966513283.jpg,3,Cassava Mosaic Disease (CMD)
196723634.jpg,2,Cassava Green Mottle (CGM)
1968070287.jpg,2,Cassava Green Mottle (CGM)
196827889.jpg,3,Cassava Mosaic Disease (CMD)
1968596086.jpg,4,Healthy
1969585969.jpg,4,Healthy
1970877091.jpg,4,Healthy
1971423032.jpg,4,Healthy
197188910.jpg,1,Cassava Brown Streak Disease (CBSD)
1972379294.jpg,2,Cassava Green Mottle (CGM)
1973051224.jpg,0,Cassava Bacterial Blight (CBB)
1973109559.jpg,2,Cassava Green Mottle (CGM)
1973400842.jpg,2,Cassava Green Mottle (CGM)
1973608314.jpg,3,Cassava Mosaic Disease (CMD)
197416826.jpg,4,Healthy
1974242714.jpg,2,Cassava Green Mottle (CGM)
197432034.jpg,2,Cassava Green Mottle (CGM)
1977382577.jpg,3,Cassava Mosaic Disease (CMD)
1977466275.jpg,4,Healthy
1978523350.jpg,4,Healthy
1979887558.jpg,4,Healthy
1981073260.jpg,0,Cassava Bacterial Blight (CBB)
1982908964.jpg,4,Healthy
198333324.jpg,1,Cassava Brown Streak Disease (CBSD)
1983411262.jpg,4,Healthy
1983454737.jpg,4,Healthy
1983523977.jpg,4,Healthy
198415673.jpg,2,Cassava Green Mottle (CGM)
1984779021.jpg,4,Healthy
19872828.jpg,4,Healthy
1987807979.jpg,1,Cassava Brown Streak Disease (CBSD)
19890423.jpg,4,Healthy
1989453071.jpg,4,Healthy
198973660.jpg,3,Cassava Mosaic Disease (CMD)
1989789271.jpg,4,Healthy
1990899878.jpg,4,Healthy
1990916295.jpg,0,Cassava Bacterial Blight (CBB)
1991094852.jpg,4,Healthy
1991311917.jpg,4,Healthy
1991955434.jpg,4,Healthy
1993434265.jpg,3,Cassava Mosaic Disease (CMD)
1993917626.jpg,4,Healthy
1994159340.jpg,4,Healthy
1994226029.jpg,2,Cassava Green Mottle (CGM)
1994561137.jpg,3,Cassava Mosaic Disease (CMD)
1994659903.jpg,4,Healthy
1996031857.jpg,4,Healthy
1996736745.jpg,4,Healthy
1997187079.jpg,4,Healthy
1998118528.jpg,4,Healthy
1998817609.jpg,4,Healthy
1999438235.jpg,2,Cassava Green Mottle (CGM)
1999715913.jpg,4,Healthy
2000430035.jpg,4,Healthy
2002337945.jpg,4,Healthy
2003348266.jpg,4,Healthy
2004186800.jpg,2,Cassava Green Mottle (CGM)
2005257030.jpg,0,Cassava Bacterial Blight (CBB)
200665366.jpg,3,Cassava Mosaic Disease (CMD)
2007047411.jpg,4,Healthy
2008955188.jpg,3,Cassava Mosaic Disease (CMD)
2009623499.jpg,3,Cassava Mosaic Disease (CMD)
2012639155.jpg,4,Healthy
20153440.jpg,4,Healthy
2015623065.jpg,4,Healthy
2016302207.jpg,4,Healthy
2016389925.jpg,1,Cassava Brown Streak Disease (CBSD)
201703584.jpg,0,Cassava Bacterial Blight (CBB)
2017774096.jpg,2,Cassava Green Mottle (CGM)
2018156221.jpg,1,Cassava Brown Streak Disease (CBSD)
2019072714.jpg,4,Healthy
2019165943.jpg,4,Healthy
2019191905.jpg,3,Cassava Mosaic Disease (CMD)
2019819944.jpg,3,Cassava Mosaic Disease (CMD)
2020174786.jpg,4,Healthy
2020316651.jpg,1,Cassava Brown Streak Disease (CBSD)
2021127327.jpg,1,Cassava Brown Streak Disease (CBSD)
2021674610.jpg,0,Cassava Bacterial Blight (CBB)
2021701763.jpg,2,Cassava Green Mottle (CGM)
2021948804.jpg,4,Healthy
2021981725.jpg,4,Healthy
2022734694.jpg,1,Cassava Brown Streak Disease (CBSD)
2022806840.jpg,4,Healthy
2023366214.jpg,4,Healthy
2024172583.jpg,3,Cassava Mosaic Disease (CMD)
2026260632.jpg,4,Healthy
2026837055.jpg,1,Cassava Brown Streak Disease (CBSD)
2027751739.jpg,4,Healthy
2028027958.jpg,4,Healthy
2028506424.jpg,4,Healthy
2028546131.jpg,4,Healthy
203075136.jpg,2,Cassava Green Mottle (CGM)
2030983872.jpg,2,Cassava Green Mottle (CGM)
2031634119.jpg,4,Healthy
203193692.jpg,4,Healthy
2032955509.jpg,2,Cassava Green Mottle (CGM)
2033648478.jpg,4,Healthy
2033655713.jpg,4,Healthy
2034179066.jpg,1,Cassava Brown Streak Disease (CBSD)
2034410033.jpg,0,Cassava Bacterial Blight (CBB)
2034902802.jpg,2,Cassava Green Mottle (CGM)
2035009601.jpg,4,Healthy
2036664947.jpg,1,Cassava Brown Streak Disease (CBSD)
2038601042.jpg,0,Cassava Bacterial Blight (CBB)
2039512472.jpg,4,Healthy
204116012.jpg,4,Healthy
2043962950.jpg,3,Cassava Mosaic Disease (CMD)
2044199243.jpg,0,Cassava Bacterial Blight (CBB)
2045367383.jpg,4,Healthy
2045580929.jpg,3,Cassava Mosaic Disease (CMD)
2045675044.jpg,3,Cassava Mosaic Disease (CMD)
2046239409.jpg,0,Cassava Bacterial Blight (CBB)
2047500718.jpg,3,Cassava Mosaic Disease (CMD)
204827795.jpg,3,Cassava Mosaic Disease (CMD)
2048354223.jpg,4,Healthy
2048969228.jpg,4,Healthy
2049128107.jpg,4,Healthy
2049908503.jpg,4,Healthy
2050151194.jpg,4,Healthy
2050623186.jpg,4,Healthy
20518383.jpg,2,Cassava Green Mottle (CGM)
2052899282.jpg,4,Healthy
2053738846.jpg,2,Cassava Green Mottle (CGM)
2055831715.jpg,1,Cassava Brown Streak Disease (CBSD)
2055911260.jpg,2,Cassava Green Mottle (CGM)
2058684347.jpg,2,Cassava Green Mottle (CGM)
2058959882.jpg,4,Healthy
2059254361.jpg,4,Healthy
2059333078.jpg,4,Healthy
2059449835.jpg,3,Cassava Mosaic Disease (CMD)
2059527396.jpg,4,Healthy
2060529510.jpg,4,Healthy
206053415.jpg,4,Healthy
2060856128.jpg,2,Cassava Green Mottle (CGM)
2061231487.jpg,2,Cassava Green Mottle (CGM)
2061601006.jpg,4,Healthy
2061741988.jpg,4,Healthy
20619161.jpg,4,Healthy
206432986.jpg,4,Healthy
2064463834.jpg,4,Healthy
2064529851.jpg,4,Healthy
2064710008.jpg,4,Healthy
2065621111.jpg,4,Healthy
2065810677.jpg,3,Cassava Mosaic Disease (CMD)
2067363667.jpg,0,Cassava Bacterial Blight (CBB)
2068782839.jpg,4,Healthy
2069029323.jpg,3,Cassava Mosaic Disease (CMD)
2069119194.jpg,4,Healthy
2069634652.jpg,4,Healthy
2070022132.jpg,4,Healthy
2070208498.jpg,4,Healthy
2072537637.jpg,2,Cassava Green Mottle (CGM)
2073650843.jpg,3,Cassava Mosaic Disease (CMD)
2073803688.jpg,3,Cassava Mosaic Disease (CMD)
2074319088.jpg,4,Healthy
2074837416.jpg,4,Healthy
2076206920.jpg,4,Healthy
207668947.jpg,3,Cassava Mosaic Disease (CMD)
2076904625.jpg,0,Cassava Bacterial Blight (CBB)
207854902.jpg,4,Healthy
2078875826.jpg,2,Cassava Green Mottle (CGM)
2079090639.jpg,4,Healthy
2079233550.jpg,3,Cassava Mosaic Disease (CMD)
2079838648.jpg,4,Healthy
2080389783.jpg,3,Cassava Mosaic Disease (CMD)
2082157575.jpg,4,Healthy
2082707509.jpg,3,Cassava Mosaic Disease (CMD)
2083878392.jpg,4,Healthy
208435588.jpg,4,Healthy
2084711314.jpg,4,Healthy
2084810608.jpg,4,Healthy
2085248098.jpg,3,Cassava Mosaic Disease (CMD)
2086771327.jpg,3,Cassava Mosaic Disease (CMD)
2087367640.jpg,1,Cassava Brown Streak Disease (CBSD)
2089375202.jpg,4,Healthy
209002341.jpg,3,Cassava Mosaic Disease (CMD)
2090702902.jpg,4,Healthy
209078533.jpg,4,Healthy
2090870733.jpg,4,Healthy
2091915064.jpg,3,Cassava Mosaic Disease (CMD)
2092244060.jpg,3,Cassava Mosaic Disease (CMD)
2092563525.jpg,4,Healthy
2094288792.jpg,4,Healthy
2094357697.jpg,3,Cassava Mosaic Disease (CMD)
2095404633.jpg,1,Cassava Brown Streak Disease (CBSD)
2095589836.jpg,4,Healthy
2098887014.jpg,4,Healthy
2099207221.jpg,2,Cassava Green Mottle (CGM)
2099304233.jpg,4,Healthy
2102590292.jpg,2,Cassava Green Mottle (CGM)
210460809.jpg,0,Cassava Bacterial Blight (CBB)
2105592782.jpg,4,Healthy
2107635089.jpg,1,Cassava Brown Streak Disease (CBSD)
210771283.jpg,4,Healthy
2108648060.jpg,4,Healthy
21101348.jpg,4,Healthy
2110760303.jpg,2,Cassava Green Mottle (CGM)
2113897648.jpg,4,Healthy
2114057874.jpg,3,Cassava Mosaic Disease (CMD)
211439133.jpg,2,Cassava Green Mottle (CGM)
2115661859.jpg,1,Cassava Brown Streak Disease (CBSD)
2116832558.jpg,4,Healthy
211733181.jpg,4,Healthy
2117878946.jpg,3,Cassava Mosaic Disease (CMD)
2118892329.jpg,4,Healthy
2120206845.jpg,4,Healthy
2121357194.jpg,3,Cassava Mosaic Disease (CMD)
2121726779.jpg,4,Healthy
2123282382.jpg,1,Cassava Brown Streak Disease (CBSD)
2123323431.jpg,4,Healthy
2123719792.jpg,4,Healthy
2124419576.jpg,2,Cassava Green Mottle (CGM)
2125592774.jpg,3,Cassava Mosaic Disease (CMD)
212585211.jpg,4,Healthy
2127776934.jpg,4,Healthy
2127799183.jpg,4,Healthy
212825302.jpg,4,Healthy
2128581284.jpg,4,Healthy
2128717413.jpg,2,Cassava Green Mottle (CGM)
2130031461.jpg,4,Healthy
2130791173.jpg,3,Cassava Mosaic Disease (CMD)
2130944221.jpg,3,Cassava Mosaic Disease (CMD)
2133117540.jpg,1,Cassava Brown Streak Disease (CBSD)
213439636.jpg,1,Cassava Brown Streak Disease (CBSD)
2134759369.jpg,4,Healthy
2136656300.jpg,4,Healthy
2137780185.jpg,4,Healthy
2138280096.jpg,2,Cassava Green Mottle (CGM)
213870156.jpg,4,Healthy
2138790395.jpg,4,Healthy
2138796022.jpg,3,Cassava Mosaic Disease (CMD)
2139342889.jpg,2,Cassava Green Mottle (CGM)
2139679147.jpg,2,Cassava Green Mottle (CGM)
2139839273.jpg,1,Cassava Brown Streak Disease (CBSD)
2139909622.jpg,4,Healthy
2141137374.jpg,1,Cassava Brown Streak Disease (CBSD)
2141638054.jpg,4,Healthy
2142120980.jpg,0,Cassava Bacterial Blight (CBB)
2142685227.jpg,4,Healthy
2142992394.jpg,4,Healthy
2143941183.jpg,3,Cassava Mosaic Disease (CMD)
2145007717.jpg,3,Cassava Mosaic Disease (CMD)
2146353282.jpg,0,Cassava Bacterial Blight (CBB)
214682484.jpg,4,Healthy
2147229909.jpg,4,Healthy
2147728293.jpg,4,Healthy
2149765362.jpg,2,Cassava Green Mottle (CGM)
2149970580.jpg,0,Cassava Bacterial Blight (CBB)
2150118983.jpg,4,Healthy
2151417299.jpg,0,Cassava Bacterial Blight (CBB)
215336631.jpg,4,Healthy
2153916773.jpg,3,Cassava Mosaic Disease (CMD)
2154562670.jpg,0,Cassava Bacterial Blight (CBB)
2154636640.jpg,0,Cassava Bacterial Blight (CBB)
2154826200.jpg,4,Healthy
2154826831.jpg,4,Healthy
2154958086.jpg,2,Cassava Green Mottle (CGM)
2155017078.jpg,3,Cassava Mosaic Disease (CMD)
2155661206.jpg,2,Cassava Green Mottle (CGM)
2156160232.jpg,2,Cassava Green Mottle (CGM)
2156331801.jpg,1,Cassava Brown Streak Disease (CBSD)
2156386788.jpg,4,Healthy
2157497391.jpg,3,Cassava Mosaic Disease (CMD)
215895607.jpg,4,Healthy
2159752225.jpg,4,Healthy
216000285.jpg,2,Cassava Green Mottle (CGM)
2161216430.jpg,4,Healthy
2161224782.jpg,4,Healthy
2165052077.jpg,4,Healthy
2166623214.jpg,1,Cassava Brown Streak Disease (CBSD)
2166796767.jpg,4,Healthy
2167049261.jpg,2,Cassava Green Mottle (CGM)
2167218965.jpg,0,Cassava Bacterial Blight (CBB)
2167697247.jpg,3,Cassava Mosaic Disease (CMD)
2167715304.jpg,2,Cassava Green Mottle (CGM)
2168664351.jpg,0,Cassava Bacterial Blight (CBB)
2169151334.jpg,3,Cassava Mosaic Disease (CMD)
2169168830.jpg,1,Cassava Brown Streak Disease (CBSD)
2169718096.jpg,2,Cassava Green Mottle (CGM)
2170099924.jpg,2,Cassava Green Mottle (CGM)
2172512538.jpg,4,Healthy
2173342901.jpg,3,Cassava Mosaic Disease (CMD)
2173516398.jpg,0,Cassava Bacterial Blight (CBB)
2174309008.jpg,3,Cassava Mosaic Disease (CMD)
217461618.jpg,4,Healthy
2175327103.jpg,4,Healthy
2175567661.jpg,3,Cassava Mosaic Disease (CMD)
2175645585.jpg,3,Cassava Mosaic Disease (CMD)
217699633.jpg,4,Healthy
2178754842.jpg,3,Cassava Mosaic Disease (CMD)
2178815503.jpg,3,Cassava Mosaic Disease (CMD)
2179057801.jpg,4,Healthy
2181259401.jpg,4,Healthy
2182518914.jpg,4,Healthy
2182855809.jpg,2,Cassava Green Mottle (CGM)
218298419.jpg,4,Healthy
2183340836.jpg,0,Cassava Bacterial Blight (CBB)
2185068357.jpg,2,Cassava Green Mottle (CGM)
2185298493.jpg,4,Healthy
2186113594.jpg,4,Healthy
2186658480.jpg,2,Cassava Green Mottle (CGM)
2187563548.jpg,4,Healthy
2189140444.jpg,4,Healthy
2189224346.jpg,4,Healthy
2189559385.jpg,1,Cassava Brown Streak Disease (CBSD)
2189576451.jpg,4,Healthy
2190893097.jpg,4,Healthy
2191328263.jpg,4,Healthy
2191616657.jpg,4,Healthy
2191624068.jpg,4,Healthy
2193438012.jpg,4,Healthy
2194319348.jpg,4,Healthy
2195289519.jpg,4,Healthy
2195305103.jpg,1,Cassava Brown Streak Disease (CBSD)
2195757923.jpg,4,Healthy
2196411231.jpg,4,Healthy
2196977534.jpg,2,Cassava Green Mottle (CGM)
2198388199.jpg,0,Cassava Bacterial Blight (CBB)
2198591812.jpg,2,Cassava Green Mottle (CGM)
2198845474.jpg,4,Healthy
2199149806.jpg,3,Cassava Mosaic Disease (CMD)
2199327268.jpg,4,Healthy
2199572069.jpg,4,Healthy
2200006732.jpg,2,Cassava Green Mottle (CGM)
2200408441.jpg,3,Cassava Mosaic Disease (CMD)
2200606919.jpg,4,Healthy
2202131582.jpg,4,Healthy
2202563232.jpg,4,Healthy
2203204324.jpg,0,Cassava Bacterial Blight (CBB)
2203981379.jpg,0,Cassava Bacterial Blight (CBB)
2204436794.jpg,2,Cassava Green Mottle (CGM)
2204515212.jpg,4,Healthy
2204928031.jpg,4,Healthy
2205715581.jpg,4,Healthy
2206161094.jpg,4,Healthy
2206994668.jpg,2,Cassava Green Mottle (CGM)
2207027505.jpg,0,Cassava Bacterial Blight (CBB)
2207627108.jpg,4,Healthy
2208145529.jpg,2,Cassava Green Mottle (CGM)
2208299443.jpg,3,Cassava Mosaic Disease (CMD)
220845966.jpg,4,Healthy
2208510730.jpg,3,Cassava Mosaic Disease (CMD)
220903933.jpg,4,Healthy
2209209045.jpg,2,Cassava Green Mottle (CGM)
2209567923.jpg,4,Healthy
2210634392.jpg,3,Cassava Mosaic Disease (CMD)
2215189222.jpg,2,Cassava Green Mottle (CGM)
2216366508.jpg,4,Healthy
2216772761.jpg,4,Healthy
2217052416.jpg,4,Healthy
2217091217.jpg,4,Healthy
2218341655.jpg,1,Cassava Brown Streak Disease (CBSD)
2218891230.jpg,4,Healthy
2221240763.jpg,0,Cassava Bacterial Blight (CBB)
2222998086.jpg,2,Cassava Green Mottle (CGM)
2224228735.jpg,4,Healthy
2225062882.jpg,4,Healthy
2225635651.jpg,4,Healthy
2225883353.jpg,2,Cassava Green Mottle (CGM)
2227373462.jpg,3,Cassava Mosaic Disease (CMD)
2228488681.jpg,4,Healthy
2228874754.jpg,0,Cassava Bacterial Blight (CBB)
2229847111.jpg,1,Cassava Brown Streak Disease (CBSD)
2231413660.jpg,4,Healthy
2231591704.jpg,4,Healthy
2231704125.jpg,2,Cassava Green Mottle (CGM)
2232905491.jpg,4,Healthy
2233347534.jpg,0,Cassava Bacterial Blight (CBB)
22341045.jpg,2,Cassava Green Mottle (CGM)
2234221282.jpg,2,Cassava Green Mottle (CGM)
2235761050.jpg,0,Cassava Bacterial Blight (CBB)
2235889305.jpg,4,Healthy
2237345136.jpg,4,Healthy
2237375719.jpg,4,Healthy
2237980387.jpg,4,Healthy
2239085186.jpg,3,Cassava Mosaic Disease (CMD)
2240850085.jpg,4,Healthy
2240905108.jpg,4,Healthy
2241394681.jpg,2,Cassava Green Mottle (CGM)
2242706727.jpg,4,Healthy
2243019094.jpg,0,Cassava Bacterial Blight (CBB)
2243188511.jpg,4,Healthy
224347038.jpg,0,Cassava Bacterial Blight (CBB)
2243950685.jpg,4,Healthy
2245188644.jpg,2,Cassava Green Mottle (CGM)
224556154.jpg,1,Cassava Brown Streak Disease (CBSD)
2246450442.jpg,1,Cassava Brown Streak Disease (CBSD)
2246807690.jpg,0,Cassava Bacterial Blight (CBB)
2247618278.jpg,4,Healthy
2248271758.jpg,3,Cassava Mosaic Disease (CMD)
2248319472.jpg,4,Healthy
2249361509.jpg,4,Healthy
2249767695.jpg,3,Cassava Mosaic Disease (CMD)
2250638663.jpg,2,Cassava Green Mottle (CGM)
2251583230.jpg,1,Cassava Brown Streak Disease (CBSD)
2252107066.jpg,4,Healthy
2252529694.jpg,4,Healthy
2252569257.jpg,4,Healthy
2252903610.jpg,3,Cassava Mosaic Disease (CMD)
2253524609.jpg,2,Cassava Green Mottle (CGM)
2253584700.jpg,1,Cassava Brown Streak Disease (CBSD)
2253776549.jpg,0,Cassava Bacterial Blight (CBB)
2254310915.jpg,4,Healthy
2255664961.jpg,0,Cassava Bacterial Blight (CBB)
2256094590.jpg,2,Cassava Green Mottle (CGM)
225654531.jpg,2,Cassava Green Mottle (CGM)
2256701699.jpg,1,Cassava Brown Streak Disease (CBSD)
2258065803.jpg,4,Healthy
2259345957.jpg,2,Cassava Green Mottle (CGM)
2259802892.jpg,4,Healthy
2259811293.jpg,4,Healthy
2259960695.jpg,4,Healthy
226029154.jpg,4,Healthy
2260577745.jpg,4,Healthy
2261145380.jpg,4,Healthy
2261494787.jpg,4,Healthy
2261597836.jpg,2,Cassava Green Mottle (CGM)
2261678500.jpg,0,Cassava Bacterial Blight (CBB)
2263561616.jpg,2,Cassava Green Mottle (CGM)
2263743432.jpg,0,Cassava Bacterial Blight (CBB)
2264750048.jpg,4,Healthy
2265156316.jpg,0,Cassava Bacterial Blight (CBB)
2265305065.jpg,1,Cassava Brown Streak Disease (CBSD)
2266026214.jpg,4,Healthy
2266653294.jpg,3,Cassava Mosaic Disease (CMD)
22667751.jpg,2,Cassava Green Mottle (CGM)
2267434559.jpg,0,Cassava Bacterial Blight (CBB)
2269945499.jpg,4,Healthy
2270358342.jpg,3,Cassava Mosaic Disease (CMD)
2271308515.jpg,2,Cassava Green Mottle (CGM)
227385036.jpg,2,Cassava Green Mottle (CGM)
2274470269.jpg,1,Cassava Brown Streak Disease (CBSD)
2275346369.jpg,2,Cassava Green Mottle (CGM)
2275946300.jpg,2,Cassava Green Mottle (CGM)
2276395594.jpg,2,Cassava Green Mottle (CGM)
2276988154.jpg,3,Cassava Mosaic Disease (CMD)
2278416618.jpg,4,Healthy
2278743818.jpg,4,Healthy
2279072182.jpg,4,Healthy
227921485.jpg,4,Healthy
2279252876.jpg,2,Cassava Green Mottle (CGM)
2279625140.jpg,4,Healthy
2280389729.jpg,4,Healthy
2280394057.jpg,4,Healthy
2281997520.jpg,4,Healthy
2282336130.jpg,4,Healthy
2282957832.jpg,4,Healthy
2283452558.jpg,4,Healthy
2284607100.jpg,3,Cassava Mosaic Disease (CMD)
2284842253.jpg,4,Healthy
2285402273.jpg,1,Cassava Brown Streak Disease (CBSD)
2286124427.jpg,4,Healthy
2287137676.jpg,3,Cassava Mosaic Disease (CMD)
2287557968.jpg,4,Healthy
228757587.jpg,2,Cassava Green Mottle (CGM)
2289892824.jpg,4,Healthy
2289989107.jpg,3,Cassava Mosaic Disease (CMD)
2290881666.jpg,1,Cassava Brown Streak Disease (CBSD)
2291266654.jpg,4,Healthy
2291300428.jpg,4,Healthy
2292154193.jpg,0,Cassava Bacterial Blight (CBB)
2293555812.jpg,4,Healthy
2295549996.jpg,4,Healthy
2296470866.jpg,4,Healthy
2297472102.jpg,4,Healthy
2297653946.jpg,4,Healthy
2297731997.jpg,4,Healthy
2298308938.jpg,0,Cassava Bacterial Blight (CBB)
2298957089.jpg,1,Cassava Brown Streak Disease (CBSD)
2299892623.jpg,4,Healthy
2300456902.jpg,4,Healthy
2301563503.jpg,3,Cassava Mosaic Disease (CMD)
2301947677.jpg,3,Cassava Mosaic Disease (CMD)
2302395970.jpg,4,Healthy
2306010128.jpg,3,Cassava Mosaic Disease (CMD)
2306385345.jpg,4,Healthy
23064716.jpg,2,Cassava Green Mottle (CGM)
2306710719.jpg,2,Cassava Green Mottle (CGM)
2306958461.jpg,4,Healthy
230708644.jpg,4,Healthy
2307217723.jpg,4,Healthy
2307687082.jpg,0,Cassava Bacterial Blight (CBB)
2308541209.jpg,4,Healthy
2308841380.jpg,0,Cassava Bacterial Blight (CBB)
2309270114.jpg,4,Healthy
2309955110.jpg,4,Healthy
231005253.jpg,4,Healthy
2310387550.jpg,1,Cassava Brown Streak Disease (CBSD)
2310976401.jpg,3,Cassava Mosaic Disease (CMD)
2311087793.jpg,3,Cassava Mosaic Disease (CMD)
2312397172.jpg,4,Healthy
2312410687.jpg,4,Healthy
2313023027.jpg,0,Cassava Bacterial Blight (CBB)
2313851666.jpg,4,Healthy
2313878593.jpg,3,Cassava Mosaic Disease (CMD)
2315485719.jpg,0,Cassava Bacterial Blight (CBB)
231687413.jpg,2,Cassava Green Mottle (CGM)
2318255553.jpg,0,Cassava Bacterial Blight (CBB)
2318645335.jpg,0,Cassava Bacterial Blight (CBB)
2318861045.jpg,2,Cassava Green Mottle (CGM)
2319634865.jpg,2,Cassava Green Mottle (CGM)
2319698131.jpg,4,Healthy
2319781928.jpg,2,Cassava Green Mottle (CGM)
2321358067.jpg,0,Cassava Bacterial Blight (CBB)
2321561493.jpg,4,Healthy
2323114986.jpg,3,Cassava Mosaic Disease (CMD)
2323728288.jpg,4,Healthy
2323936.jpg,2,Cassava Green Mottle (CGM)
2324073630.jpg,1,Cassava Brown Streak Disease (CBSD)
2324130326.jpg,4,Healthy
2324206704.jpg,2,Cassava Green Mottle (CGM)
2325593465.jpg,4,Healthy
23257124.jpg,3,Cassava Mosaic Disease (CMD)
2326411546.jpg,4,Healthy
2326873533.jpg,4,Healthy
2326914865.jpg,0,Cassava Bacterial Blight (CBB)
2327104928.jpg,4,Healthy
2327226384.jpg,3,Cassava Mosaic Disease (CMD)
2327457311.jpg,2,Cassava Green Mottle (CGM)
2328883728.jpg,1,Cassava Brown Streak Disease (CBSD)
2329255732.jpg,4,Healthy
2329257679.jpg,4,Healthy
2329850853.jpg,4,Healthy
2333065966.jpg,2,Cassava Green Mottle (CGM)
2333079073.jpg,4,Healthy
2333620878.jpg,3,Cassava Mosaic Disease (CMD)
2333701090.jpg,1,Cassava Brown Streak Disease (CBSD)
2333760008.jpg,2,Cassava Green Mottle (CGM)
2335461038.jpg,3,Cassava Mosaic Disease (CMD)
2335595737.jpg,4,Healthy
2336439281.jpg,4,Healthy
2337486682.jpg,3,Cassava Mosaic Disease (CMD)
2337628100.jpg,1,Cassava Brown Streak Disease (CBSD)
2337783115.jpg,3,Cassava Mosaic Disease (CMD)
2339196209.jpg,4,Healthy
2339434665.jpg,0,Cassava Bacterial Blight (CBB)
2340269019.jpg,4,Healthy
2340576702.jpg,4,Healthy
2342506991.jpg,2,Cassava Green Mottle (CGM)
2342986472.jpg,2,Cassava Green Mottle (CGM)
2343661462.jpg,3,Cassava Mosaic Disease (CMD)
2343776715.jpg,0,Cassava Bacterial Blight (CBB)
234399557.jpg,4,Healthy
2344357016.jpg,4,Healthy
2344592304.jpg,4,Healthy
2344766370.jpg,4,Healthy
2347037754.jpg,2,Cassava Green Mottle (CGM)
2347334555.jpg,2,Cassava Green Mottle (CGM)
234735395.jpg,2,Cassava Green Mottle (CGM)
2348376620.jpg,4,Healthy
2348826586.jpg,4,Healthy
2349814871.jpg,4,Healthy
2350444781.jpg,4,Healthy
2350570132.jpg,0,Cassava Bacterial Blight (CBB)
2351347259.jpg,4,Healthy
2353691297.jpg,2,Cassava Green Mottle (CGM)
2354424014.jpg,0,Cassava Bacterial Blight (CBB)
2354947310.jpg,3,Cassava Mosaic Disease (CMD)
2355374074.jpg,2,Cassava Green Mottle (CGM)
2355763156.jpg,4,Healthy
2355966180.jpg,4,Healthy
2356938780.jpg,0,Cassava Bacterial Blight (CBB)
2357002405.jpg,2,Cassava Green Mottle (CGM)
235787539.jpg,2,Cassava Green Mottle (CGM)
2359855528.jpg,4,Healthy
2359898935.jpg,4,Healthy
2360028661.jpg,4,Healthy
236043422.jpg,4,Healthy
2360488666.jpg,4,Healthy
2360611086.jpg,1,Cassava Brown Streak Disease (CBSD)
2361087670.jpg,3,Cassava Mosaic Disease (CMD)
2361272230.jpg,1,Cassava Brown Streak Disease (CBSD)
2361399280.jpg,1,Cassava Brown Streak Disease (CBSD)
2362470842.jpg,2,Cassava Green Mottle (CGM)
2363265177.jpg,0,Cassava Bacterial Blight (CBB)
2363876120.jpg,4,Healthy
236428559.jpg,4,Healthy
2365326310.jpg,0,Cassava Bacterial Blight (CBB)
2365362415.jpg,4,Healthy
2365464309.jpg,4,Healthy
2365634818.jpg,4,Healthy
2365870613.jpg,4,Healthy
2368100826.jpg,2,Cassava Green Mottle (CGM)
2368198157.jpg,0,Cassava Bacterial Blight (CBB)
2372295675.jpg,3,Cassava Mosaic Disease (CMD)
2372527098.jpg,0,Cassava Bacterial Blight (CBB)
2373129151.jpg,4,Healthy
2373132884.jpg,0,Cassava Bacterial Blight (CBB)
2376221892.jpg,0,Cassava Bacterial Blight (CBB)
2378611640.jpg,4,Healthy
2378984273.jpg,4,Healthy
237925973.jpg,4,Healthy
2379465636.jpg,2,Cassava Green Mottle (CGM)
238134855.jpg,2,Cassava Green Mottle (CGM)
2381525764.jpg,3,Cassava Mosaic Disease (CMD)
2381951184.jpg,1,Cassava Brown Streak Disease (CBSD)
2382410530.jpg,4,Healthy
2383823888.jpg,0,Cassava Bacterial Blight (CBB)
2384287650.jpg,3,Cassava Mosaic Disease (CMD)
2384352551.jpg,4,Healthy
2384551148.jpg,4,Healthy
2384852516.jpg,0,Cassava Bacterial Blight (CBB)
2386556017.jpg,4,Healthy
2386589588.jpg,4,Healthy
2387502649.jpg,4,Healthy
2388034478.jpg,2,Cassava Green Mottle (CGM)
2388862862.jpg,3,Cassava Mosaic Disease (CMD)
2388932359.jpg,2,Cassava Green Mottle (CGM)
2391557874.jpg,4,Healthy
2392147106.jpg,4,Healthy
2392598492.jpg,4,Healthy
2393699847.jpg,3,Cassava Mosaic Disease (CMD)
2393701311.jpg,0,Cassava Bacterial Blight (CBB)
2394377949.jpg,0,Cassava Bacterial Blight (CBB)
2394770217.jpg,4,Healthy
239633371.jpg,4,Healthy
239724736.jpg,3,Cassava Mosaic Disease (CMD)
2397652699.jpg,4,Healthy
2398201969.jpg,4,Healthy
239823668.jpg,4,Healthy
2398306504.jpg,4,Healthy
2398447662.jpg,3,Cassava Mosaic Disease (CMD)
2400029036.jpg,2,Cassava Green Mottle (CGM)
